"MNUMMER","SIG","AUTOR","TITEL","UTITEL","BAND","VERLAG","EJAHR","SZAHL","ISBN","ZWST","STANDORT","ZUDATUM","PREIS","LDATUM","GRUPPE1","GRUPPE2","ZULETZT","LALTER","MCODE","KCODE","LSTAT","LFREQ","SWORT","ETATNR","LFREQ2"
97870365,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870373,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870381,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870403,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870411,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870438,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870446,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870454,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870462,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870470,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870489,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870497,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870500,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870519,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870527,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870535,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870543,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870551,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870578,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870586,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870594,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870608,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870616,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870624,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870632,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870640,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870659,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870667,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870675,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870683,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870691,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870705,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870713,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870721,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870748,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870756,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870764,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870802,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870810,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870829,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870837,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870845,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870853,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870861,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870888,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870896,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870918,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870926,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870934,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870942,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870950,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870969,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870977,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870985,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97870993,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871000,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871019,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871027,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871035,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871043,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871051,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871078,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871086,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871094,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871108,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871116,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871124,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871132,,Johann Wolfgang von Goethe,Faust,Der Tragödie Erster Teil,,Reclams Universal-Bibleothek,2019,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871140,,Johann Wolfgang Goethe,Faust,Der Tragödie Erster Teil,,Reclam Universal-Bibleothek,,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871159,,Johann Wolfgang Goethe,Faust,Der Tragödie Erster Teil,,Reclam Universal-Bibleothek,,0,3-15-000001-7,,,06/08/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871167,,Thorsten Nesch,"Buster, König der Sunshine Coast",,,rotfuchs,,,,,,11/03/2020,,,,,,,1,,0,0,,,0
97871175,S/U,Isabel Abedi,Lola in geheimer Mission,,,Loewe,,0,,,,11/03/2020,0,04/22/2022,0,,013005,0,1,0,1,2,FALSE,0,2
97871205,,"Blyton, Enid",Fünf Freunde,und das Höhlengeheimnis,,Omnibus,,0,,,,11/09/2020,0,02/23/2022,0,,013382,0,1,0,0,1,FALSE,0,1
97871248,,Diethard Lübke,Duden,Aufsatz/Erzählen,,Duden,,,,,,11/12/2020,,,,,,,1,,0,0,,,0
97871256,N,,dtv Lexikon,,,Deutscher Taschenbuch Verlag,2006,,8032919990075,,,11/27/2020,,,,,,,1,,0,0,,,0
97871264,N,,dtv Lexikon,,,Deutscher Taschenbuch Verlag,2006,0,8032919990075,,,11/27/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871272,N,,dtv Lexikon,,,Deutscher Taschenbuch Verlag,2006,0,8032919990075,,,11/27/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871280,N,,dtv Lexikon,,,Deutscher Taschenbuch Verlag,2006,0,8032919990075,,,11/27/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871299,N,,dtv Lexikon,,,Deutscher Taschenbuch Verlag,2006,0,8032919990075,,,11/27/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871302,N,,dtv Lexikon,,,Deutscher Taschenbuch Verlag,2006,0,8032919990075,,,11/27/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871310,N,,dtv Lexikon,,,Deutscher Taschenbuch Verlag,2006,0,8032919990075,,,11/27/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871329,N,,dtv Lexikon,,,Deutscher Taschenbuch Verlag,2006,0,8032919990075,,,11/27/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871337,N,,dtv Lexikon,,,Deutscher Taschenbuch Verlag,2006,0,8032919990075,,,11/27/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871345,N,,dtv Lexikon,,,Deutscher Taschenbuch Verlag,2006,0,8032919990075,,,11/27/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871361,N,,dtv Lexikon,,,Deutscher Taschenbuch Verlag,2006,0,8032919990075,,,11/27/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871388,N,,dtv Lexikon,,,Deutscher Taschenbuch Verlag,2006,0,8032919990075,,,11/27/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871396,N,,dtv Lexikon,,,Deutscher Taschenbuch Verlag,2006,0,8032919990075,,,11/27/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871418,N,,dtv Lexikon,,,Deutscher Taschenbuch Verlag,2006,0,8032919990075,,,11/27/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871426,N,,dtv Lexikon,,,Deutscher Taschenbuch Verlag,2006,0,8032919990075,,,11/27/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871434,N,,dtv Lexikon,,,Deutscher Taschenbuch Verlag,2006,0,8032919990075,,,11/27/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871442,N,,dtv Lexikon,,,Deutscher Taschenbuch Verlag,2006,0,8032919990075,,,11/27/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871450,N,,dtv Lexikon,,,Deutscher Taschenbuch Verlag,2006,0,8032919990075,,,11/27/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871469,N,,dtv Lexikon,,,Deutscher Taschenbuch Verlag,2006,0,8032919990075,,,11/27/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871477,N,,dtv Lexikon,,,Deutscher Taschenbuch Verlag,2006,0,8032919990075,,,11/27/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871485,N,,dtv Lexikon,,,Deutscher Taschenbuch Verlag,2006,0,8032919990075,,,11/27/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871493,N,,dtv Lexikon,,,Deutscher Taschenbuch Verlag,2006,0,8032919990075,,,11/27/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871507,N,,dtv Lexikon,,,Deutscher Taschenbuch Verlag,2006,0,8032919990075,,,11/27/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871523,S/U,Martin Verg,Gestern war noch Krieg,,,Thienemann,,,3-522-18552-8,,,12/04/2020,,,,,,,1,,0,0,,,0
97871531,S/U,Martin Verg,Gestern war noch Krieg,,,Thienemann,,0,3-522-18552-8,,,12/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871558,S/U,Martin Verg,Gestern war noch Krieg,,,Thienemann,,0,3-522-18552-8,,,12/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871566,S/U,Martin Verg,Gestern war noch Krieg,,,Thienemann,,0,3-522-18552-8,,,12/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871574,S/U,Martin Verg,Gestern war noch Krieg,,,Thienemann,,0,3-522-18552-8,,,12/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871582,S/U,Martin Verg,Gestern war noch Krieg,,,Thienemann,,0,3-522-18552-8,,,12/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871590,S/U,Martin Verg,Gestern war noch Krieg,,,Thienemann,,0,3-522-18552-8,,,12/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871604,S/U,Martin Verg,Gestern war noch Krieg,,,Thienemann,,0,3-522-18552-8,,,12/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871612,S/U,Martin Verg,Gestern war noch Krieg,,,Thienemann,,0,3-522-18552-8,,,12/04/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871620,S/U,Ursula Poznanski,Erebos,,,Loewe-Taschenbuch Verlag,,,3-7855-7361-8,,,12/04/2020,,,,,,,1,,0,0,,,0
97871639,S/U,Erin Hunter,Warrior Cats,In Die Wildnis,,Gulliver,,,3-407-74215-0,,,12/04/2020,,,,,,,1,,0,0,,,0
97871647,S/U,Saki Hiwatari,Please save my Earth,,,Carlsen Comics,,,3-551-75531-0,,,12/04/2020,,,,,,,1,,0,0,,,0
97871655,S/U,Walt Disney,Lustiges Taschenbuch,Der Wünsch-O-Mat,,Egmont Ehapa Medis,,0,4192827206997,,,12/04/2020,0,05/02/2022,0,,013404,0,1,0,1,1,FALSE,0,1
97871663,S/U,Walt Disneys,Lustiges Taschenbuch,Keine Zeit zu lachen,,Egmont Ehapia Media,,0,4192827206997,,,12/07/2020,0,06/13/2022,0,,003034,0,1,0,1,1,FALSE,0,1
97871671,S/U,Walt Disneys,Lustiges Taschenbuch,Sommerferien auf dem Mond,,Egmont Ehapia Media,,,4191038206505,,,12/07/2020,,,,,,,1,,0,0,,,0
97871698,S/U,Koge-Donbo,PitaTen,,,Egmont Manga & Anime,,,3-89885-656-9,,,12/07/2020,,,,,,,1,,0,0,,,0
97871701,S/U,Miho Obana,Kodomo no Omocha,,,Egmont Manga & Anime,,,3-89885-725-5,,,12/07/2020,,,,,,,1,,0,0,,,0
97871728,S/U,Philip Ridley,Dakota Pink,Mit Bildern von Damon Burngard,,Fischer Taschenbuch Verlag,,,3-596-80063-3,,,12/07/2020,,,,,,,1,,0,0,,,0
97871744,S/U,Duden,Aufsatz/Erzählen,Von der Erzählidee bis zum fertigen Text,,Dudenverlag,,,3-411-05823-4,,,12/07/2020,,,,,,,1,,0,0,,,0
97871752,S/U,Duden,Aufsatz/Erzählen,Von der Erzählidee bis zum fertigen Text,,Dudenverlag,,0,3-411-05823-4,,,12/07/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871760,S/U,Duden,Aufsatz/Erzählen,Von der Erzählidee bis zum fertigen Text,,Dudenverlag,,0,3-411-05823-4,,,12/07/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871779,S/U,Duden,Aufsatz/Erzählen,Von der Erzählidee bis zum fertigen Text,,Dudenverlag,,0,3-411-05823-4,,,12/07/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871795,S/U,Isabel Adebi,Lola macht Schlagzeilen,,,Loewe Verlag,,,3-7855-5337-4,,,12/09/2020,,,,,,,1,,0,0,,,0
97871809,S/U,Isabel Abedi,Hier kommt Lola !,,,Loewe Verlag,,,3-7855-5169-X,,,12/09/2020,,,,,,,1,,0,0,,,0
97871825,S/U,Isabel Abedi,Hier kommt Lola !,,,Loewe Verlag,,0,3-7855-5169-X,,,12/10/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871841,S/U,"Lindgren, Astrid",Märchen,,,Oetinger,,0,378912947X,,,12/10/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871868,S/U,Nick Hornby,about a boy,Der Tag der toten Ente,,Knaur Verlag,,,3-426-62224-6,,,12/11/2020,,,,,,,1,,0,0,,,0
97871876,S/U,Anna Woltz,Für immer Alaska,,,Carlsen Verlag,,,3-551-31900-6,,,12/11/2020,,,,,,,1,,0,0,,,0
97871892,S/U,Anna Woltz,Für immer Alaska,,,Carlsen Verlag,,0,3-551-31900-6,,,12/11/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871906,S/U,Anna Woltz,Für immer Alaska,,,Carlsen Verlag,,0,3-551-31900-6,,,12/11/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871914,S/U,Anna Woltz,Für immer Alaska,,,Carlsen Verlag,,0,3-551-31900-6,,,12/11/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871922,S/U,Anna Woltz,Für immer Alaska,,,Carlsen Verlag,,0,3-551-31900-6,,,12/11/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871957,S/U,Anna Woltz,Für immer Alaska,,,Carlsen Verlag,,0,3-551-31900-6,,,12/11/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871965,S/U,Anna Woltz,Für immer Alaska,,,Carlsen Verlag,,0,3-551-31900-6,,,12/11/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871973,S/U,Anna Woltz,Für immer Alaska,,,Carlsen Verlag,,0,3-551-31900-6,,,12/11/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97871981,S/U,Anna Woltz,Für immer Alaska,,,Carlsen Verlag,,0,3-551-31900-6,,,12/11/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97872007,S/U,Anna Woltz,Für immer Alaska,,,Carlsen Verlag,,0,3-551-31900-6,,,12/11/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97872015,S/U,Anna Woltz,Für immer Alaska,,,Carlsen Verlag,,0,3-551-31900-6,,,12/11/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97872023,S/U,Anna Woltz,Für immer Alaska,,,Carlsen Verlag,,0,3-551-31900-6,,,12/11/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97872031,S/U,Anna Woltz,Für immer Alaska,,,Carlsen Verlag,,0,3-551-31900-6,,,12/11/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97872058,S/U,Anna Woltz,Für immer Alaska,,,Carlsen Verlag,,0,3-551-31900-6,,,12/11/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97872066,S/U,Anna Woltz,Für immer Alaska,,,Carlsen Verlag,,0,3-551-31900-6,,,12/11/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97872074,S/U,Anna Woltz,Für immer Alaska,,,Carlsen Verlag,,0,3-551-31900-6,,,12/11/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97872082,S/U,Anna Woltz,Für immer Alaska,,,Carlsen Verlag,,0,3-551-31900-6,,,12/11/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97872090,S/U,Anna Woltz,Für immer Alaska,,,Carlsen Verlag,,0,3-551-31900-6,,,12/11/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97872104,S/U,Anna Woltz,Für immer Alaska,,,Carlsen Verlag,,0,3-551-31900-6,,,12/11/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97872112,S/U,Anna Woltz,Für immer Alaska,,,Carlsen Verlag,,0,3-551-31900-6,,,12/11/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97872120,S/U,Anna Woltz,Für immer Alaska,,,Carlsen Verlag,,0,3-551-31900-6,,,12/11/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97872139,S/U,Anna Woltz,Für immer Alaska,,,Carlsen Verlag,,0,3-551-31900-6,,,12/11/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97872147,S/U,Anna Woltz,Für immer Alaska,,,Carlsen Verlag,,0,3-551-31900-6,,,12/11/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97872155,S/U,Anna Woltz,Für immer Alaska,,,Carlsen Verlag,,0,3-551-31900-6,,,12/11/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97872163,S/U,Anna Woltz,Für immer Alaska,,,Carlsen Verlag,,0,3-551-31900-6,,,12/11/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
97872171,S/U,Anna Woltz,Für immer Alaska,,,Carlsen Verlag,,0,3-551-31900-6,,,12/11/2020,0,,0,,,0,1,0,0,0,FALSE,0,0
