"MNUMMER","SIG","AUTOR","TITEL","UTITEL","BAND","VERLAG","EJAHR","SZAHL","ISBN","ZWST","STANDORT","ZUDATUM","PREIS","LDATUM","GRUPPE1","GRUPPE2","ZULETZT","LALTER","MCODE","KCODE","LSTAT","LFREQ","SWORT","ETATNR","LFREQ2"
97856982,S/Bio,"Amann, Gottfried",Bäume und Sträucher des Waldes,,,,,0,,,,05/31/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97856990,S/Bio,"Haltenorth, Theodor",Säugetiere sowie Lurche und Kriechtiere,die wichtigsten Arten Europas nach Farbfotos bestimmen,"2., durchges. Aufl / 143 S  / Ill",München [u.a.] : BLV,1982,0,3405119723,,,05/31/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857008,S/Bio,"Kohlhaupt, Paula",Kleine Dolomiten Flora,,,,,0,,,,05/31/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857016,S/Bio,"Bayer, Ehrentraud / Steinbach, Gunter",Pflanzen des Mittelmeerraums,,"Neue, bearb. Sonderausg / 287 S  / zahlr. Ill., graph. Darst",München : Mosaik-Verl.,1996,0,3576106987,,,05/31/2011,0,09/13/2011,0,,001120,0,1,0,0,0,FALSE,0,1
97857024,S/Bio,"Strohm, Holger",Natur kaputt?,ein Umwelt-Buch,"DM 10.90 / Orig.-Ausg., vollst. überarb. und erw. Neuausg / 269 S  / Ill",Reinbek bei Hamburg : Rowohlt,1992,0,3499206439,,,05/31/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857032,S/Bio,"Sauer, Frieder",600 Käfer nach Farbfotos erkannt,,DM 36.00 / 348 S  / zahlr. Ill,Karlsfeld : Fauna-Verl.,1993,0,3923010109,,,05/31/2011,0,11/27/2013,0,,002011,0,1,0,0,0,FALSE,0,1
97857059,S/Bio,"Philippi, Jeanne",Meine Katze und ich,,,München: Econ Ullstein List Verlag,,0,,,,05/31/2011,0,09/10/2012,0,,005975,0,1,0,0,0,FALSE,0,1
97857067,S/Bio,Faszination Tierwelt,Löwen & Tiger,,,München: Compact Verlag,,0,,,,05/31/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857075,S/Bio,"Whitehead, Sarah / Burton, Jane / Hensel, Wolfgang",Das Katzenbuch für Kids,[so fühlt sich deine Katze wohl],"EUR 14,90 / 96 S  / zahlr. Ill",Stuttgart : Franckh-Kosmos-Verl.,2002,0,3-440-09084-1,,,05/31/2011,0,09/19/2012,0,,005576,0,1,0,0,0,FALSE,0,4
97857083,S/Bio,"Lundberg, Bo / Bergfeld, Günter",Das Leben der Bienen,,"DM 14.80 / 48 S.  / überw. Ill., graph. Darst",Reinbek bei Hamburg : Carlsen,1981,48,3551209030,,,05/31/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857091,S/Bio,"Seeley, Thomas D",Honigbienen,im Mikrokosmos des Bienenstocks,"368 S  / Ill., zahlr. graph. Darst",Basel ;Boston ;Berlin : Birkhäuser,1997,0,3-7643-5606-5,,,05/31/2011,0,10/31/2012,0,,002127,0,1,0,0,0,FALSE,0,1
97857105,S/Bio,Naumann & Göbel,Blütenpracht auf Balkon & Terrasse,,,Köln: Naumann & Göbel Verlagsgesellschaft,,0,,,,05/31/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857156,S/Bio,"Newton, Ian / Olsen, Penny",Greifvögel,"[Entwicklung, Biologie und Verbreitung]",240 S  / zahlr. Ill,Hamburg : Jahr-Verl.,1990,0,392178963X,,,05/31/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857164,S/Bio,"Burton, Maurice und Robert",Das Königreich der Tiere,,,,,0,,,,05/31/2011,0,02/25/2019,0,,002283,0,1,0,0,0,FALSE,0,2
97857180,S/Bio,"Bateman, Graham",Tiere der Welt Band 1,,159 S.  / Ill.,[München] : Mosaik-Verl.,1987,159,3570089711,,,05/31/2011,0,10/14/2013,0,,002321,0,1,0,0,0,FALSE,0,2
97857199,S/Bio,Lange / Todt,"Pflanzen: Aufbau, Wachstum, Lebensform",,,,,0,,,,05/31/2011,0,05/28/2013,0,,002127,0,1,0,0,0,FALSE,0,1
97857202,S/Bio,"Berman, Lucy",Die Natur dachte zuerst daran,,,,,0,,,,05/31/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857210,S/Bio,"Nilsson, Lennart / Lindquist, Kjell",Eine Reise in das Innere unseres Körpers,d. Abwehrsystem d. menschl. Organismus,DM 68.00 / 194 S  / 250 Ill. (z.T. farb.),Hamburg ;Zürich : Rasch u. Röhring,1987,0,3891361343,,,05/31/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857245,S/Bio,"Kressin, Ulrich",Unser Körper Teil 1,,,,,0,,,,05/31/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857253,S/Bio,"Schmidt, Loki",Schützt die Natur,Impressionen aus unserer Heimat,"DM 25.00 / 2. Aufl / 136 S  / zahlr. Ill., Kt",Freiburg im Breisgau [u.a.] : Herder,1994,0,3451182254,,,05/31/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857261,S/Bio,Prof. Dr. R. R. Bell,Voreheliche Sexualität,,,,,0,,,,05/31/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857288,S/Bio,"Mettler, Michael",Alles über Zwerg- und Goldhamster,,DM 12.80 / 96 S.  / Ill.,Niedernhausen/Ts. : Falken,c 19,96,3806810125,,,05/31/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857296,S/Bio,"Wilkerling, Klaus / Petrovický, Ivan / Pros, Ladislav",Aquarienfische,,"2. Aufl. / 224 S.  / überwiegend Ill., Kt",Hanau : Dausien,1990,224,3768422038,,,05/31/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857318,S/Bio,"Spürgin, Armin",Die Honigbiene,vom Bienenstaat zur Imkerei,125 S  / 107 Ill,Stuttgart : Ulmer,1989,0,3800162202,,,05/31/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857326,S/Bio,"Ommannecy, F.D.",Die  Fische,,,,,0,,,,05/31/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857350,S/Bio,"Treiber, Jutta / Hoffmann, Franz",Das Dazwischenkind,,"DM 19.80, S 140.00 / 96 S  / Ill. (z. T. farb.)",Freiburg [Breisgau] ;Basel ;Wien : Herder,1992,0,3-210-25110-X,,,06/01/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857369,S/Bio,"Schins, Marie-Thérèse",Mädchen sind stärker,,Orig.-Ausg / 190 S,München : Omnibus,2000,0,3-570-25026-1,,,06/01/2011,0,01/09/2020,0,,010588,0,1,0,0,2,FALSE,0,3
97857377,S/Bio,"Crossley-Holland, Kevin / Ernst, Alexandra",Der magische Spiegel,,"Ungekürzte Ausg., 3. Aufl / 416 S  / Kt",München : Dt. Taschenbuch-Verl.,2005,0,3-423-70797-6,,,06/01/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857385,S/Bio,"Crossley-Holland, Kevin / Ernst, Alexandra",Zwischen den Welten,,EUR 10.00 / Ungekürzte Ausg / 472 S,München : Dt. Taschenbuch-Verl.,2004,0,3-423-70878-6,,,06/01/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857393,S/Bio,"Crossley-Holland, Kevin / Ernst, Alexandra",Im Schatten des Kreuzes,,EUR 10.00 / Ungekürzte Ausg / 501 S  / Kt S,München : Dt. Taschenbuch-Verl.,2006,0,3-423-70978-2,,,06/01/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857407,S/Bio,"Cropp, Wolf-Ulrich",Alaska-Fieber,"Wildnis, Abenteuer, Einsamkeit","Orig.-Ausg., 10., erw. Aufl / 282 S / Ill., Kt",[Mèunchen: Malik,2009,0,3-492-40007-8,,,06/01/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857423,S/Bio,"Gehring, Birgit / Butschkow, Ralf",Der große Ferienspaß,"[Spiele, Quiz und Rätselraten]","EUR 5.00 / EUR 5.00 / Orig.-Ausg., 1. Aufl / 255 S.  / Ill.",München : Omnibus-Taschenbuchverl.,2007,255,3-570-21815-5,,,06/01/2011,0,11/07/2011,0,,002054,0,1,0,0,0,FALSE,0,1
97857431,S/Bio,"Heller, Georg","Das Kind, das er war",die Geschichte des Johann Avellis,"EUR 16.90, sfr 30.10 / 1. Aufl / 173 S",Berlin : Rowohlt Berlin,2006,0,3871345458,,,06/01/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857458,S/Bio,"Roth, Lutz / Daunderer, Max / Kormann, Kurt","Giftpflanzen, Pflanzengifte",Giftpflanzen von A-Z. Notfallhilfe. Allergische und phototoxische Reaktionen. Vorkommen,"DM 39.95 / Sonderausg., überarb. und wesentlich erw. Aufl / VI, 1090 S",Hamburg : Nikol,[200,0,3-933203-31-7,,,06/07/2011,0,08/26/2011,0,,000116,0,1,0,0,0,FALSE,0,1
97857466,S/Bio,"Blab, Josef / Vogel, Hannelore",Amphibien und Reptilien,"Kennzeichen, Biologie, Gefährdung","143 S  / zahlr. Ill., graph. Darst",München [u.a.] : BLV,1989,0,3405134943,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857474,S/Bio,"Bateman, Graham",Die Tiere der Welt,,160 S  / zahlr. Ill,München : Mosaik-Verl.,1987,0,3570089746,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857539,S/Bio,"Bateman, Graham",Die Tiere der Welt - Affen und Halbaffen,,160 S  / zahlr. Ill,München : Mosaik-Verl.,1987,0,3570089746,,,06/07/2011,0,03/02/2012,0,,005169,0,1,0,0,0,FALSE,0,1
97857555,S/Bio,"Bateman, Graham",Die Tiere der Welt - Vögel 2,,160 S  / zahlr. Ill,München : Mosaik-Verl.,1987,0,3570089746,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857563,S/Bio,"Bateman, Graham",Die Tiere der Welt - Vögel 1,,160 S  / zahlr. Ill,München : Mosaik-Verl.,1987,0,3570089746,,,06/07/2011,0,02/21/2012,0,,000787,0,1,0,0,0,FALSE,0,1
97857598,S/Bio,"Bertagnolo, Giovanni / Eicher, Sigrid / Bioletto, Angelo",Alles über Pferde,[vom kleinsten zum größten],59 S  / überw. Ill,Stuttgart : Franckh,1980,0,3440047903,,,06/07/2011,0,01/17/2012,0,,000310,0,1,0,0,0,FALSE,0,1
97857636,S/Bio,"Gerber, Bärbel","Katzen - Rassen, Erziehung, Pflege",,,,,0,,,,06/07/2011,0,02/13/2012,0,,002100,0,1,0,0,0,FALSE,0,2
97857644,S/Bio,"von Poser, Caspar",Freude an Hunden,,,,,0,,,,06/07/2011,0,09/23/2014,0,,008508,0,1,0,0,0,FALSE,0,1
97857652,S/Bio,"Mettler, Michael",Alles über Streifenhörnchen,,96 S,Niedernhausen/Ts. : Falken,1991,0,3-8068-1219-5,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857660,S/Bio,"Niemeyer, Günter H. W.",Hagenbeck,Geschichte und Geschichten,259 S  / Ill,Hamburg : Christians,1972,0,3767201895,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857679,S/Bio,"Disney, Walt",Rätsel der Natur,,,,,0,,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857687,S/Bio,"Kahl, Burkard",Mein Aquarium,,,,,0,,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857695,S/Bio,"Mohr, Dr. Ulrich",Großes farbiges Naturlexikon,,,,,0,,,,06/07/2011,0,05/28/2013,0,,002127,0,1,0,0,0,FALSE,0,1
97857709,S/Bio,"Gould, Edwin / Kirshner, David / Bryden, M. M.",Enzyklopädie der Tierwelt - Säugetiere,,"239 S  / zahlr. Ill., graph. Darst., Kt",Hamburg : Jahr-Verl.,[199,0,3921789622,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857725,S/Bio,"Steinbach, Gunter",Der biologische Nährgarten,,,,,0,,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857733,S/Bio,"Sommer, Volker / Schreiber, Hermann",Die Affen,unsere wilde Verwandtschaft,1. Aufl / 348 S  / überwiegend Ill,Hamburg : GEO,1989,0,3570039854,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857741,S/Bio,"Gööck, Roland / Döbbelin, Hans-Joachim",Wein,mit 75 Pikanten Rezepten aus aller Welt,223 S.  / zahlr. Ill,Künzelsau {[u.a.] : Sigloch,1983,223,3800301946,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857768,S/Bio,"Parslow, John",Pareys Vogelbuch,"alle Vögel Europas, Nordafrikas und des Mittleren Ostens : mit über 3000 Einzeldarstellungen und 600 Verbreitungskarten","7., vollst. überarb. Aufl / 384 S.  / zahlr. Ill., Kt.",Berlin : Parey,1996,384,3-8263-8121-1,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857784,S/Bio,"Peterson, Roger Tory",Die Vögel,,,,,0,,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857806,S/Bio,"Röhl, Alexandra",Duette mit ihm,über d. Freundschaft mit e. Rotkehlchen,DM 14.00 / 10. Aufl / 67 S  / Ill,Stuttgart : Verlag Freies Geistesleben,1980,0,3-7725-0564-3,,,06/07/2011,0,03/18/2015,0,,008389,0,1,0,0,0,FALSE,0,3
97857814,S/Bio,Kinderwissen in Frage und Antwort,Der Mensch,,,Köln: Neuer Pawlak Verlag,,0,3-86146-282-6,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857822,S/Bio,"Braider, Donald","The life, history, and magic of the horse",,247 p / illus,New York: Grosset & Dunlap,[197,0,0448021692,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857830,S/Bio,"Grzimek, Christian",Grzimek Juniors bunte Tierwelt,,208 S  / Ill,Niedernhausen/Ts. : Falken-Verl.,1988,0,3-8068-4295-7,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857849,S/Bio,"Stern, Horst",Sterns Stunden,,,München:,1989,0,3426039903,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857857,S/Bio,"Rogner, Manfred",Die Froschlurche Europas,"Beschreibung der in Europa vorkommenden Gattungen, Arten und Unterarten",111 S  / Ill,Minden : Philler,c 19,0,3790701718,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857865,S/Bio,"Dolezol, Theodor",Delphine - Menschen des Meeres,,"103 S  / Ill., graph. Darst",Wien [u.a.] : Ueberreuter,1973,0,380002134X,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857873,S/Bio,"Needon, Christoph",Der Neue farbige Naturführer,,,,,0,,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857881,S/Bio,VEB Deutscher Landwirtschaftsverlag,Temperament - Kraft - Harmonie,,,,,0,,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857903,S/Bio,Life Jugendbücher,Die Säugetiere,,,,,0,,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857911,S/Bio,"Ardley, Neil / Camm, Martin",Vögel,,126 S.  / zahlr. Ill.,Köln : Naumann und Göbel,1998,126,3-625-10333-8,,,06/07/2011,0,05/08/2019,0,,007013,0,1,0,0,0,FALSE,0,1
97857954,S/Bio,"Burnie, David / Hewetson, Nick / Weyandt, Eva",Die Meeresküste,[Tiere und Pflanzen am Strand],"DM 10.00, S 73.00 / 61 S  / überw. Ill",München : Omnibus,1999,0,3-570-20568-1,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857962,S/Bio,"Lingen, Helmut",Schmetterlinge und andere Insekten - Das Bestimmungsbich,,,,,0,,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857989,S/Bio,"Singer, Detlef / Roché, Jean C.",Alle Vögel sind schon da,CD nicht vorhanden,127 S  / Ill,Stuttgart : Franckh-Kosmos,c 19,0,3440057097,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97857997,S/Bio,"Singer, Detlef",Vögel in Park und Garten,,DM 9.80 / 93 S  / überwiegend Ill,Stuttgart : Franckh-Kosmos,1993,0,3-440-06420-4,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858004,S/Bio,"Stern, Horst",Sterns Stunden,,182 S  / zahlr. Ill,München : Knaur,1989,0,3-426-03989-3,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858012,S/Bio,"Jonsson, Lars / Demuth, Helmut",Vögel der Fluren und am Wasser,,1. Aufl / 126 S,Stuttgart : Franckh-Kosmos,1978,0,3440045056,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858020,S/Bio,"Lohmann, Michael",Vögel im Garten und in der Nachbarschaft,,,,,0,3817410220,,,06/07/2011,0,05/08/2019,0,,007013,0,1,0,0,0,FALSE,0,2
97858039,S/Bio,"Nicolai, Jürgen",Greifvögel und Eulen,"Greifvögel, Eulen und Käuze Europas bestimmen, kennenlernen, schützen","DM 34.00 / 2. Aufl / 157 S  / überw. Ill., Kt",München : Gräfe und Unzer,[199,0,3-7742-1858-7,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858098,S/Bio,Agostini Sammelwerk,Lebendiges Tierreich Band 2,,,,,0,,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858144,S/Bio,"Schröder, Rudolf L. (Hrgb.)",Rettet die Wildtiere,,,,,0,,,,06/07/2011,0,04/19/2012,0,,001643,0,1,0,0,0,FALSE,0,2
97858152,S/Bio 2177,EV-Edition,Abenteuer Wildnis,,,"EV-Edition, München",1984,128,,,,06/07/2011,0,01/13/2014,0,,000337,0,1,0,0,0,FALSE,0,3
97858160,S/Bio,Bunter Kinder-Kosmos,Tiere an Strand und Küste,,61 S.  / Abb,Stuttgart : Franckh-Kosmos,1977,61,3440037517,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858187,S/Bio,"Minelli, Alessandro",Wie dich Tiere verhalten,,,,,0,,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858209,S/Bio,Agostini Sammelwerk,Lebendiges Tierreich Band 1,,,,,0,,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858217,S/Bio,"Bremness, Lesley",Das grosse Buch der Kräuter,"ein praktischer Führer für den Anbau, die Pflege und Verwendung von Kräutern",7. Aufl / 286 S  / zahlr. Ill,Aarau {u.a.]: AT-Verl.:,2001,0,3855023387,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858225,S/Bio,"Greenaway, Theresa / Brightling, Geoff / Becker, Christa",Giftige Tiere,"Schlangen, Spinnen, Kröten",44 S  / überwiegend Ill,Hildesheim : Gerstenberg,1999,0,3806748306,,,06/07/2011,0,09/30/2011,0,,000116,0,1,0,0,0,FALSE,0,2
97858233,S/Bio,"Taylor, Barbara / Crawford, Andy / Wilhelmi, Margot",Tierbauten,"Nester, Höhlen, Kokons",[Nachdr. / 44 S  / überw. Ill,Hildesheim : Gerstenberg,2000,0,3806748233,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858241,S/Bio,"Lehrer, John / Lehrer, John / Ahnert, Ingrid",Die geheimnisvolle Welt der Schildkröten,,127 S.  / zahlr. Ill,Erlangen : ¬K.¬ Müller,1994,127,3-86070-365-X,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858306,S/Bio,"Frisch, Otto von",Tausend Tricks der Tarnung,verborgenes Leben im Tierreich,124 S,Wien [u.a.] : Österr. Bundesverl. [u.a.],1973,0,3215400268,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858314,S/Bio,"Meyer-Holzapfel, Monika",Tierpark kleine Heimat,,,,,0,,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858322,S/Bio,"Bang, Preben / Dahlström, Preben",Tierspuren,"Tiere erkennen an Fährten, Fraßzeichen, Bauen und Nestern","5., durchges. Aufl / 240 S  / zahlr. Ill",München [u.a.] : BLV Verl.-ges.,1986,0,3405115329,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858330,S/Bio,"Werner, Uwe",Aquarienpraxis,Süsswasser,120 S  / 97 Ill. (z.T. farb.),Essen : Ed. Kernen,1987,0,3874010589,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858349,S/Bio,"Rex, Axel",Das will ich von Natur und Technik wissen,,"DM 32.00 / 640 S  / zahlr. Ill. (z. T. farb.) u. graph. Darst., Kt.;",München : Südwest-Verlag,1972,0,3517004030,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858365,S/Bio,"Drèoscher, Vitus Bernward","""Mich laust der Affe",faszinierendes und unglaubliches aus der Tierwelt,Lizenzausg / 373 S / Ill,Augsburg: Weltbild,1994,0,3-89350-376-5,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858373,S/Bio,"Ménatory, Anne",Wölfe,,,Zürich: Trans Tech Publications Ltd,,0,,,,06/07/2011,0,11/26/2012,0,,006432,0,1,0,0,0,FALSE,0,2
97858381,S/Bio,"Mayland, Hans J.",Süßwasseraquarium,"Einrichtung, Pflege, Fische, Pflanzen","EUR 7.95, EUR AT 8.20, CHF 14.20 / 144 S  / zahlr. Ill",München : Bassermann,2003,0,3-8094-1501-4,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858403,S/Bio,Life Jugendbücher,Die Primaten,,,,,0,,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858411,S/Bio,Life Jugendbücher,Die Primaten,,,,,0,,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858454,S/Bio,"Grzimek, Bernhard / Grzimek, Michael",Serengeti darf nicht sterben,367000 Tiere suchen einen Staat,"Ungekürzte Ausg. / 351 S.  / zahlr. Ill., Kt.",Frankfurt/M. {[u.a.] : Ullstein,1978,351,3548034438,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858462,S/Bio,"Tettenborn, Helga",Das neue Tierreich nach Brehm,,,,,0,,,,06/07/2011,0,12/07/2011,0,,001015,0,1,0,0,0,FALSE,0,1
97858497,S/Bio,"Raray, Jean",Wildblumen,,,Zürich: Trans Tech Publications Ltd,,0,,,,06/07/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858500,S/U,"Hitchcock, Alfred",Die drei ??? - Stimmen aus dem Nichts,,126 S.,Stuttgart : Kosmos,1997,126,3-440-07380-7,,,06/09/2011,0,08/29/2013,0,,006386,0,1,0,0,0,FALSE,0,2
97858519,S/Bio,"Parker, Steve / Burton, Jane / Wilhelmi, Margot",Säugetiere,"die interessantesten und schönsten Säugetiere aus aller Welt ; Verhalten, Fähigkeiten, Entwicklung",5. Aufl / 64 S  / zahlr. Ill,Hildesheim : Gerstenberg,1999,0,3-8067-4410-6,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858527,S/Bio,"Jansen, Greta",Esel - Treue Gefährten,,,Köln: KOMET Verlag,,0,,,,06/09/2011,0,02/21/2012,0,,000744,0,1,0,0,0,FALSE,0,1
97858535,S/U,"Schneider, Gerd",Kafkas Puppe,Roman,"EUR 12.95, sfr 24.00 (freier Pr. / EUR 12.95, sfr 24.00 (freier Pr. / 1. Aufl / 218 S.",Würzburg : Arena,2008,218,3-401-06081-3,,,06/09/2011,0,02/03/2012,0,,001392,0,1,0,0,0,FALSE,0,4
97858543,S/U,"Clare, Cassandra",Chroniken der Unterwelt,,ca. EUR 19.95 / 702 S.,Würzburg : Arena,2009,702,3-401-06134-8,,,06/09/2011,0,09/02/2011,0,,000205,0,1,0,0,0,FALSE,0,1
97858551,S/U,"Boehme, Julia",Conni und die verflixte 13,,"EUR 7.95 (DE), EUR 8.20 (AT), sfr 14.90 (freier Pr. / 92 S.  / Ill",Hamburg : Carlsen,2009,92,3-551-55483-8,,,06/09/2011,0,09/17/2012,0,,005576,0,1,0,0,0,FALSE,0,1
97858578,S/U,"Ullrich, Hortense / Friedrich, Joachim",Betreff: IrrLäufer,,"EUR 7.95, EUR 8.20 (AT), sfr 14.50 (freier Pr. / 239 S.",Hamburg : Carlsen,2010,239,3-551-35981-4,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858586,S/U,"Berger, Margot",Blindes Vertrauen,eine wahre Pferdegeschichte,EUR 8.95 / EUR 8.95 / 1. Aufl / 183 S,Würzburg : Ensslin,2007,0,3-401-45276-2,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858608,S/U,"Bennett, Sophia",Wie Zuckerwatte mit Silberfäden - Die erste Kollektion,,266 S,Hamburg : Carlsen,2010,0,3-551-52010-0,,,06/09/2011,0,09/25/2019,0,,007013,0,1,0,0,1,FALSE,0,5
97858616,S/U,"Hopkins, Ellen / Ahrens, Henning",Crank,,EUR 14.00 / 544 S.,Hamburg : Carlsen,2010,544,3-551-58230-0,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858624,S/U,"Hopkins, Ellen / Ahrens, Henning",Crank,,EUR 14.00 / 544 S.,Hamburg : Carlsen,2010,544,3-551-58230-0,,,06/09/2011,0,09/06/2012,0,,003859,0,1,0,0,0,FALSE,0,1
97858632,S/U,"Tullson, Diane / Bean, Gerda",Wie im Rausch,,EUR 8.95 / Dt. Erstausg / 223 S,Hamburg : Carlsen,2008,0,3-551-35648-3,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858640,S/U,"Gale, Emily",Willkommen in meinem Leben,,"EUR 13.95 (DE), EUR 14.40 (AT), sfr 21.90 (freier Pr. / dt. Erstausg / 348 S.",Hamburg : Carlsen,2011,348,3-551-52012-7,,,06/09/2011,0,02/07/2012,0,,001880,0,1,0,0,0,FALSE,0,5
97858659,ausgew.durch Ersatzb.,"Prèvost, Guillaume",Das Buch der Zeit    Die steinerne Pforte,,EUR 12.95 / 297 S,Würzburg : Arena,2007,0,3-401-06070-8,,,06/09/2011,0,06/26/2014,0,,006084,0,1,6,9,0,FALSE,0,6
97858667,S/U,"Rhue, Morton / Ganslandt, Katarina",Blood on my hands,,"EUR 9.95, EUR 10.30 (AT), sfr 17.90 (freier Pr. / Dt. Erstausg / 267 S",Hamburg : Carlsen,2011,0,3-551-35907-5,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858675,S/U 1von2,"Kuhn, Krystyna",Die Katastrophe,Thriller,EUR 9.95 / 1. Aufl / 308 S,Würzburg : Arena-Verl.,2010,0,3-401-06473-8,,,06/09/2011,0,06/10/2011,0,,000205,0,1,0,0,0,FALSE,0,1
97858683,S/U 2von2,"Kuhn, Krystyna",Die Katastrophe,Thriller,EUR 9.95 / 1. Aufl / 308 S,Würzburg : Arena-Verl.,2010,0,3-401-06473-8,,,06/09/2011,0,01/09/2012,0,,002038,0,1,0,0,0,FALSE,0,3
97858705,S/U,"Kuhn, Krystyna",Das Tal,Thriller ; Season 1,EUR 9.95 / 1. Aufl / 298 S,Würzburg : Arena,2010,0,3-401-06472-X,,,06/09/2011,0,09/13/2011,0,,002038,0,1,0,0,0,FALSE,0,2
97858713,S/U,"Engelmann, Gabriella","Weiß wie Schnee, rot wie Blut, grün vor Neid",ein mörderischer Schneewittchenroman,EUR 13.95 / 1. Aufl / 261 S,Würzburg : Arena-Verl.,2010,0,3-401-06488-6,,,06/09/2011,0,09/10/2013,0,,002801,0,1,0,0,0,FALSE,0,5
